,car_name,brand,year_of_manufacture,kms_driven,fuel_type,transmission_type,emi,price,car_age_years,city
376,Skoda Kodiaq,Skoda,2023,80367,Petrol,Auto,47087,2750000.0,3,Surat
377,MG HECTOR,MG,2019,80893,Petrol,Auto,15513,906000.0,7,Surat
378,BMW 5 Series,BMW,2013,121786,Diesel,Auto,85730,969999.9999999999,13,Surat
379,Maruti Alto K10,Maruti,2024,22843,Petrol,Manual,7396,419000.00000000006,2,Surat
380,Ford Ecosport,Ford,2021,140041,Diesel,Manual,17284,777000.0,5,Surat
381,Skoda Octavia,Skoda,2017,91612,Petrol,Auto,15380,808000.0,9,Surat
382,Mercedes Benz E Class,Mercedes,2011,126365,Diesel,Auto,15380,1000000.0,15,Surat
383,MG HECTOR,MG,2020,48598,Petrol,Manual,18287,1068000.0,6,Surat
384,Jeep Compass,Jeep,2023,23234,Diesel,Manual,35118,2051000.0000000002,3,Surat
385,Maruti Eeco,Maruti,2019,28204,Petrol,Manual,6479,367000.0,7,Surat
386,Volkswagen VIRTUS,Volkswagen,2023,55867,Petrol,Auto,22396,1308000.0,3,Surat
387,Jeep Compass,Jeep,2022,30168,Diesel,Manual,30564,1785000.0000000002,4,Surat
388,Jeep Compass,Jeep,2022,14673,Petrol,Auto,37806,2208000.0,4,Surat
389,Tata TIAGO EV,Tata,2023,52770,Electric,Auto,13784,805000.0000000001,3,Surat
390,Mercedes Benz Ml Class,Mercedes,2013,81478,Diesel,Auto,110477,1250000.0,13,Surat
391,Mercedes Benz GLC CLASS,Mercedes,2018,93906,Diesel,Auto,38258,2010000.0000000002,8,Surat
392,Tata NEXON EV,Tata,2021,98216,Electric,Auto,13240,750000.0,5,Surat
393,Maruti Swift,Maruti,2013,90562,Diesel,Manual,24967,281000.0,13,Surat
394,KIA SELTOS,KIA,2021,91421,Diesel,Manual,15718,918000.0,5,Surat
395,Ford Ecosport,Ford,2015,98852,Diesel,Manual,9665,291000.0,11,Surat
396,Tata NEXON EV,Tata,2023,32520,Electric,Auto,17122,1000000.0,3,Surat
397,Hyundai i20,Hyundai,2014,62,Diesel,Manual,9179,195000.0,12,Surat
398,Tata Harrier,Tata,2021,95032,Diesel,Manual,19657,1148000.0,5,Surat
399,Nissan Sunny,Nissan,2015,97969,Diesel,Manual,8403,252999.99999999997,11,Surat
400,Tata NEXON,Tata,2017,128966,Diesel,Manual,7563,340000.0,9,Surat
401,Mahindra Kuv100,Mahindra,2017,87283,Diesel,Manual,4093,184000.0,9,Surat
402,Maruti XL6,Maruti,2021,61521,Petrol,Auto,13363,757000.0,5,Surat
403,Nissan Kicks,Nissan,2019,139290,Diesel,Manual,13013,585000.0,7,Surat
404,Hyundai Verna,Hyundai,2021,21508,Petrol,Manual,13862,810000.0,5,Surat
405,Honda Amaze,Honda,2019,76692,Petrol,Auto,7679,434999.99999999994,7,Surat
406,Hyundai Elite i20,Hyundai,2016,61356,Petrol,Manual,7680,345000.0,10,Surat
407,Maruti Baleno,Maruti,2018,65018,Petrol,Manual,6964,395000.0,8,Surat
408,Ford New Figo,Ford,2017,36596,Petrol,Manual,5470,280000.0,9,Surat
409,Honda Amaze,Honda,2019,105693,Petrol,Manual,9751,438000.0,7,Surat
410,Renault Kwid,Renault,2019,22100,Petrol,Manual,3584,202999.99999999997,7,Surat
411,Ford Ecosport,Ford,2017,103592,Petrol,Manual,6740,303000.0,9,Surat
412,Hyundai Creta,Hyundai,2022,86358,Diesel,Manual,16438,960000.0,4,Surat
413,Tata NEXON,Tata,2022,62362,Diesel,Manual,12250,694000.0,4,Surat
414,Mahindra XUV500,Mahindra,2015,76338,Diesel,Manual,13959,420000.0,11,Surat
415,Maruti Ertiga,Maruti,2017,69460,Diesel,Manual,12977,583000.0,9,Surat
416,Tata NEXON,Tata,2021,66390,Petrol,Auto,11209,635000.0,5,Surat
417,Hyundai Grand i10,Hyundai,2019,89450,Petrol,Manual,6796,385000.0,7,Surat
418,Honda Brio,Honda,2015,45133,Petrol,Manual,6847,260000.0,11,Surat
419,Hyundai Creta,Hyundai,2018,85718,Petrol,Auto,11338,642000.0,8,Surat
