,car_name,brand,year_of_manufacture,kms_driven,fuel_type,transmission_type,emi,price,car_age_years,city
44,Maruti Swift,Maruti,2017,67233,Petrol,Manual,7820,400000.0,9,Vadodara
45,Maruti Dzire,Maruti,2019,85316,Petrol,Manual,7729,438000.0,7,Vadodara
46,Maruti Ertiga,Maruti,2016,107444,Diesel,Manual,12772,484999.99999999994,10,Vadodara
47,Maruti Alto 800,Maruti,2014,52408,Petrol,Manual,6078,183000.0,12,Vadodara
48,Renault Kwid,Renault,2019,95870,Petrol,Auto,4437,250999.99999999997,7,Vadodara
49,Honda WR-V,Honda,2017,44386,Petrol,Manual,8993,459999.99999999994,9,Vadodara
50,Maruti Wagon R 1.0,Maruti,2015,88204,Petrol,Manual,6188,235000.0,11,Vadodara
51,KIA SELTOS,KIA,2023,71001,Diesel,Manual,21064,1230000.0,3,Vadodara
52,Honda Brio,Honda,2017,98398,Petrol,Manual,5767,295000.0,9,Vadodara
53,Maruti Alto 800,Maruti,2018,54561,Petrol,Manual,4237,240000.0,8,Vadodara
54,Honda City,Honda,2016,94730,Petrol,Manual,9788,440000.00000000006,10,Vadodara
55,Tata NEXON,Tata,2022,95062,Diesel,Manual,12886,730000.0,4,Vadodara
56,Maruti Wagon R Stingray,Maruti,2014,59186,Petrol,Manual,8453,254000.0,12,Vadodara
57,Renault Kwid,Renault,2017,20515,Petrol,Auto,4497,229999.99999999997,9,Vadodara
58,Maruti Baleno,Maruti,2021,33038,Petrol,Manual,9699,549000.0,5,Vadodara
59,Hyundai Eon,Hyundai,2015,42818,Petrol,Manual,4994,190000.0,11,Vadodara
60,Hyundai Eon,Hyundai,2011,59600,Petrol,Manual,4994,137000.0,15,Vadodara
61,Maruti XL6,Maruti,2021,67823,Petrol,Manual,12263,695000.0,5,Vadodara
62,Tata NEXON,Tata,2025,23295,CNG,Manual,18111,1058000.0,1,Vadodara
63,Hyundai Xcent,Hyundai,2015,39511,Petrol,Manual,9063,344000.0,11,Vadodara
64,Hyundai i10,Hyundai,2013,67214,Petrol,Manual,8914,189000.0,13,Vadodara
65,Maruti Alto 800,Maruti,2013,90646,Petrol,Manual,5555,118000.0,13,Vadodara
66,Maruti Swift Dzire,Maruti,2013,32400,Petrol,Manual,12804,272000.0,13,Vadodara
67,Maruti Swift Dzire,Maruti,2014,148893,Petrol,Manual,9333,281000.0,12,Vadodara
68,Maruti Alto 800,Maruti,2017,138620,Petrol,Manual,5472,246000.0,9,Vadodara
69,Mahindra XUV500,Mahindra,2013,117845,Diesel,Manual,30031,338000.0,13,Vadodara
70,Hyundai i10,Hyundai,2012,77373,Petrol,Manual,12261,138000.0,14,Vadodara
71,Honda Brio,Honda,2013,83645,Petrol,Manual,6637,141000.0,13,Vadodara
72,Mahindra XUV500,Mahindra,2018,223991,Diesel,Manual,13213,594000.0,8,Vadodara
73,Mahindra XUV500,Mahindra,2014,155227,Diesel,Manual,11957,254000.0,12,Vadodara
74,Ford New Figo,Ford,2017,40478,Petrol,Manual,3793,194000.0,9,Vadodara
75,Maruti Eeco,Maruti,2020,160816,Petrol,Manual,7941,357000.0,6,Vadodara
76,Maruti Dzire,Maruti,2018,43927,Petrol,Manual,7079,401000.0,8,Vadodara
