,car_name,brand,year_of_manufacture,kms_driven,fuel_type,transmission_type,emi,price,car_age_years,city
464,Renault Kwid,Renault,2021,43767,Petrol,Manual,4943,280000.0,5,Jaipur
465,Mahindra XUV500,Mahindra,2016,230092,Diesel,Auto,12351,469000.00000000006,10,Jaipur
466,Hyundai Creta,Hyundai,2021,35088,Petrol,Manual,19674,1149000.0,5,Jaipur
467,Nissan Terrano,Nissan,2015,104631,Diesel,Manual,4883,147000.0,11,Jaipur
468,Hyundai AURA,Hyundai,2020,56486,Petrol,Manual,7732,438000.0,6,Jaipur
469,Honda Brio,Honda,2012,67966,Petrol,Manual,13949,157000.0,14,Jaipur
470,Hyundai Elite i20,Hyundai,2014,109292,Diesel,Manual,15158,322000.0,12,Jaipur
471,Tata ALTROZ,Tata,2021,62902,Petrol,Manual,8562,484999.99999999994,5,Jaipur
472,Nissan Micra,Nissan,2011,146458,Diesel,Manual,8562,74000.0,15,Jaipur
473,Maruti Baleno,Maruti,2021,49114,Petrol,Manual,8950,507000.0,5,Jaipur
474,Hyundai Eon,Hyundai,2014,127845,Petrol,Manual,5314,160000.0,12,Jaipur
475,Hyundai i10,Hyundai,2011,131197,Petrol,Manual,5314,65000.0,15,Jaipur
476,Hyundai Verna,Hyundai,2021,45311,Petrol,Auto,15410,900000.0,5,Jaipur
477,Renault Kwid,Renault,2022,35862,Petrol,Manual,4872,276000.0,4,Jaipur
478,Maruti Wagon R 1.0,Maruti,2017,56807,Petrol,Auto,5474,280000.0,9,Jaipur
479,Maruti XL6,Maruti,2019,86248,Petrol,Auto,11474,650000.0,7,Jaipur
480,Maruti Ciaz,Maruti,2017,146733,Petrol,Manual,9004,405000.0,9,Jaipur
481,Toyota Glanza,Toyota,2022,44836,Petrol,Manual,10768,610000.0,4,Jaipur
482,Hyundai GRAND I10 NIOS,Hyundai,2022,21269,Petrol,Manual,8793,498000.00000000006,4,Jaipur
