,car_name,brand,year_of_manufacture,kms_driven,fuel_type,transmission_type,emi,price,car_age_years,city
254,Ford Ecosport,Ford,2017,86162,Petrol,Manual,8993,459999.99999999994,9,Nagpur
255,Hyundai Creta,Hyundai,2021,90308,Diesel,Manual,16420,959000.0,5,Nagpur
256,CITROEN C3,CITROEN,2023,34284,Petrol,Manual,10062,570000.0,3,Nagpur
257,Honda Jazz,Honda,2016,211797,Diesel,Manual,8558,325000.0,10,Nagpur
258,Honda Jazz,Honda,2017,108750,Petrol,Manual,8008,360000.0,9,Nagpur
259,Ford Ecosport,Ford,2018,115080,Diesel,Manual,14459,650000.0,8,Nagpur
260,Toyota Glanza,Toyota,2020,49393,Petrol,Manual,9709,550000.0,6,Nagpur
261,Maruti New Wagon-R,Maruti,2022,56859,Petrol,Auto,8650,490000.00000000006,4,Nagpur
262,Maruti Alto K10,Maruti,2022,64674,Petrol,Manual,6443,365000.0,4,Nagpur
263,Maruti Vitara Brezza,Maruti,2021,29932,Petrol,Manual,12357,700000.0,5,Nagpur
264,Maruti Ciaz,Maruti,2014,50312,Petrol,Manual,12788,385000.0,12,Nagpur
265,Hyundai Grand i10,Hyundai,2016,58406,Petrol,Manual,7652,344000.0,10,Nagpur
266,Maruti Swift,Maruti,2021,34864,Petrol,Manual,10592,600000.0,5,Nagpur
267,Maruti Celerio,Maruti,2020,102159,Petrol,Manual,8453,380000.0,6,Nagpur
268,Mahindra BOLERO NEO,Mahindra,2021,58920,Diesel,Manual,15496,905000.0000000001,5,Nagpur
269,Honda City,Honda,2015,58352,Petrol,Manual,11798,448000.00000000006,11,Nagpur
270,Maruti Ertiga,Maruti,2014,116947,Diesel,Manual,26644,566000.0,12,Nagpur
271,Mercedes Benz B Class,Mercedes,2013,150683,Diesel,Auto,31097,350000.0,13,Nagpur
272,Maruti IGNIS,Maruti,2017,84215,Petrol,Manual,6667,341000.0,9,Nagpur
273,Renault TRIBER,Renault,2024,10248,Petrol,Manual,10803,612000.0,2,Nagpur
274,Maruti S PRESSO,Maruti,2020,47313,Petrol,Manual,6178,350000.0,6,Nagpur
