,car_name,brand,year_of_manufacture,kms_driven,fuel_type,transmission_type,emi,price,car_age_years,city
228,KIA SELTOS,KIA,2023,40054,Diesel,Manual,20615,1204000.0,3,ChandigarhTricity
229,Volkswagen VIRTUS,Volkswagen,2022,27026,Petrol,Auto,21403,1250000.0,4,ChandigarhTricity
230,Honda CRV,Honda,2014,102690,Petrol,Auto,17305,521000.0,12,ChandigarhTricity
231,KIA SONET,KIA,2022,54129,Diesel,Manual,15753,919999.9999999999,4,ChandigarhTricity
232,Hyundai Creta,Hyundai,2023,23800,Petrol,Auto,25084,1465000.0,3,ChandigarhTricity
233,Audi Q5,Audi,2015,122022,Diesel,Auto,27337,835000.0,11,ChandigarhTricity
234,Hyundai Creta,Hyundai,2022,82532,Diesel,Manual,18749,1095000.0,4,ChandigarhTricity
235,Mercedes Benz GLS,Mercedes,2017,49519,Diesel,Auto,78012,3588000.0000000005,9,ChandigarhTricity
236,Hyundai Creta,Hyundai,2024,48000,Petrol,Manual,17533,1024000.0,2,ChandigarhTricity
237,MG HECTOR PLUS,MG,2021,56000,Petrol,Auto,29194,1705000.0,5,ChandigarhTricity
238,Maruti Vitara Brezza,Maruti,2018,120584,Diesel,Auto,13146,591000.0,8,ChandigarhTricity
239,Tata Safari,Tata,2021,59596,Diesel,Auto,26540,1550000.0,5,ChandigarhTricity
240,Ford Endeavour,Ford,2017,153568,Diesel,Auto,33701,1550000.0,9,ChandigarhTricity
241,Mahindra SCORPIO-N,Mahindra,2024,35727,Diesel,Auto,28149,1644000.0000000002,2,ChandigarhTricity
242,Mahindra XUV300,Mahindra,2022,23172,Petrol,Auto,14554,850000.0,4,ChandigarhTricity
243,MG HECTOR,MG,2022,118224,Diesel,Manual,27178,1250000.0,4,ChandigarhTricity
244,Audi Q3,Audi,2013,132626,Diesel,Auto,58107,654000.0,13,ChandigarhTricity
245,Mahindra XUV700,Mahindra,2024,8966,Petrol,Auto,41094,2400000.0,2,ChandigarhTricity
246,Maruti Alto,Maruti,2021,201489,Petrol,Manual,7563,340000.0,5,ChandigarhTricity
247,KIA SELTOS,KIA,2023,57000,Diesel,Auto,25684,1500000.0,3,ChandigarhTricity
248,Toyota Fortuner,Toyota,2011,97882,Diesel,Manual,25684,678000.0,15,ChandigarhTricity
249,Mahindra MARAZZO,Mahindra,2020,119677,Diesel,Manual,15571,700000.0,6,ChandigarhTricity
250,Jeep WRANGLER,Jeep,2022,44680,Petrol,Auto,82188,4800000.0,4,ChandigarhTricity
251,Volkswagen VIRTUS,Volkswagen,2024,21321,Petrol,Auto,27396,1600000.0,2,ChandigarhTricity
252,Maruti FRONX,Maruti,2023,53791,Petrol,Manual,15975,933000.0,3,ChandigarhTricity
253,Mahindra XUV300,Mahindra,2023,57083,Diesel,Auto,15587,910000.0,3,ChandigarhTricity
