,Car Name,Brand,Year of Manufacture,Distance Driven,Fuel Type,Transmission Type,EMI,Price
689,Honda City,Honda,2011,"1,63,250 km",Petrol,Manual,"EMI ₹16,994/m*",₹1.30 lakh
690,Hyundai Grand i10,Hyundai,2016,"84,034 km",Petrol,Manual,"EMI ₹6,696/m*",₹3.01 lakh
691,Hyundai i10,Hyundai,2011,"1,12,603 km",Petrol,Manual,"EMI ₹6,696/m*",₹1.18 lakh
692,Hyundai Elite i20,Hyundai,2018,"1,45,840 km",Petrol,Manual,"EMI ₹9,209/m*",₹4.14 lakh
693,KIA SELTOS,KIA,2021,"75,815 km",Petrol,Manual,"EMI ₹15,307/m*",₹8.94 lakh
694,Toyota Corolla Altis,Toyota,2010,"1,52,897 km",Petrol,Auto,"EMI ₹15,307/m*",₹1.55 lakh
695,Hyundai Eon,Hyundai,2017,"47,297 km",Petrol,Manual,"EMI ₹4,106/m*",₹2.10 lakh
696,Hyundai Verna,Hyundai,2017,"70,971 km",Diesel,Manual,"EMI ₹9,654/m*",₹4.34 lakh
697,Toyota Etios,Toyota,2011,"1,10,482 km",Petrol,Manual,"EMI ₹9,654/m*",₹1.38 lakh
698,Hyundai Grand i10,Hyundai,2017,"1,78,105 km",Petrol,Manual,"EMI ₹7,229/m*",₹3.25 lakh
699,Tata TIGOR,Tata,2022,"68,953 km",Petrol,Manual,"EMI ₹7,379/m*",₹4.18 lakh
700,Renault Scala,Renault,2013,"1,38,132 km",Diesel,Manual,"EMI ₹19,547/m*",₹2.20 lakh
701,Hyundai Elite i20,Hyundai,2020,"31,564 km",Petrol,Manual,"EMI ₹9,585/m*",₹5.43 lakh
702,Hyundai Creta,Hyundai,2017,"87,315 km",Diesel,Manual,"EMI ₹14,659/m*",₹6.59 lakh
703,Volkswagen T-ROC,Volkswagen,2019,"73,542 km",Petrol,Auto,"EMI ₹15,290/m*",₹8.93 lakh
704,Tata TIGOR,Tata,2023,"5,771 km",Petrol,Manual,"EMI ₹9,991/m*",₹5.66 lakh
705,Hyundai i20,Hyundai,2014,"66,426 km",Petrol,Manual,"EMI ₹9,964/m*",₹3.00 lakh
706,Hyundai Grand i10,Hyundai,2018,"99,300 km",Petrol,Manual,"EMI ₹6,832/m*",₹3.87 lakh
707,Renault TRIBER,Renault,2020,"1,17,602 km",Petrol,Manual,"EMI ₹8,453/m*",₹3.80 lakh
708,Volkswagen Polo,Volkswagen,2011,"1,44,927 km",Petrol,Manual,"EMI ₹8,453/m*",₹1.21 lakh
709,Maruti Baleno,Maruti,2017,"76,000 km",Petrol,Manual,"EMI ₹7,136/m*",₹3.65 lakh
710,Hyundai i10,Hyundai,2011,"56,321 km",Petrol,Manual,"EMI ₹7,136/m*",₹1.32 lakh
711,Honda Jazz,Honda,2017,"71,774 km",Petrol,Manual,"EMI ₹6,021/m*",₹3.08 lakh
712,Tata Tiago,Tata,2022,"43,744 km",Petrol,Manual,"EMI ₹8,791/m*",₹4.98 lakh
713,Ford Ecosport,Ford,2015,"1,05,862 km",Diesel,Manual,"EMI ₹9,034/m*",₹2.72 lakh
714,Nissan MAGNITE,Nissan,2022,"13,186 km",Petrol,Manual,"EMI ₹8,209/m*",₹4.65 lakh
715,Maruti Alto,Maruti,2020,"38,001 km",Petrol,Manual,"EMI ₹4,678/m*",₹2.65 lakh
716,Audi A4,Audi,2012,"87,623 km",Diesel,Auto,"EMI ₹4,678/m*",₹3.68 lakh
717,Maruti Baleno,Maruti,2021,"59,177 km",Petrol,Manual,"EMI ₹8,385/m*",₹4.75 lakh
718,Maruti Swift,Maruti,2013,"37,144 km",Petrol,Manual,"EMI ₹12,710/m*",₹2.70 lakh
719,Maruti New Wagon-R,Maruti,2022,"37,701 km",Petrol,Manual,"EMI ₹7,238/m*",₹4.10 lakh
720,Renault Kiger,Renault,2021,"21,462 km",Petrol,Auto,"EMI ₹7,591/m*",₹4.30 lakh
721,Hyundai Elite i20,Hyundai,2014,"1,42,390 km",Petrol,Manual,"EMI ₹11,708/m*",₹3.52 lakh
722,Maruti Swift Dzire,Maruti,2010,"1,41,639 km",Diesel,Manual,"EMI ₹11,708/m*",₹1.28 lakh
723,Maruti Wagon R 1.0,Maruti,2011,"1,66,757 km",Petrol,Manual,"EMI ₹11,708/m*",₹0.94 lakh
724,Maruti Dzire,Maruti,2022,"23,777 km",Petrol,Manual,"EMI ₹9,232/m*",₹5.23 lakh
725,Maruti Wagon R 1.0,Maruti,2011,"88,819 km",Petrol,Manual,"EMI ₹9,232/m*",₹0.99 lakh
726,Hyundai i10,Hyundai,2011,"54,484 km",Petrol,Manual,"EMI ₹9,232/m*",₹1.24 lakh
727,Honda Amaze,Honda,2017,"39,910 km",Petrol,Manual,"EMI ₹5,982/m*",₹3.06 lakh
728,Maruti Alto,Maruti,2019,"1,35,044 km",Petrol,Manual,"EMI ₹4,449/m*",₹2.00 lakh
729,Maruti Ritz,Maruti,2012,"99,459 km",Diesel,Manual,"EMI ₹4,449/m*",₹1.16 lakh
730,Maruti Swift Dzire,Maruti,2010,"2,78,068 km",Diesel,Manual,"EMI ₹4,449/m*",₹1.32 lakh
731,Maruti S PRESSO,Maruti,2022,"10,195 km",Petrol,Manual,"EMI ₹6,355/m*",₹3.60 lakh
732,KIA SONET,KIA,2021,"12,428 km",Petrol,Manual,"EMI ₹12,816/m*",₹7.26 lakh
733,Skoda Laura,Skoda,2010,"79,335 km",Diesel,Manual,"EMI ₹12,816/m*",₹2.20 lakh
734,Maruti Swift,Maruti,2020,"1,20,230 km",Petrol,Manual,"EMI ₹9,443/m*",₹4.25 lakh
735,Hyundai i10,Hyundai,2010,"1,46,659 km",Petrol,Manual,"EMI ₹9,443/m*",₹0.99 lakh
736,Hyundai Grand i10,Hyundai,2017,"71,542 km",Petrol,Manual,"EMI ₹6,139/m*",₹3.14 lakh
737,Tata Aria,Tata,2012,"1,12,945 km",Diesel,Manual,"EMI ₹6,139/m*",₹2.12 lakh
738,Tata Indigo ECS,Tata,2014,"2,18,245 km",Diesel,Manual,"EMI ₹3,531/m*",₹0.75 lakh
739,Maruti Baleno,Maruti,2022,"29,091 km",Petrol,Manual,"EMI ₹9,356/m*",₹5.30 lakh
740,Maruti Alto,Maruti,2010,"35,488 km",Petrol,Manual,"EMI ₹9,356/m*",₹0.84 lakh
741,Mahindra Scorpio,Mahindra,2018,"1,72,278 km",Diesel,Manual,"EMI ₹14,681/m*",₹6.60 lakh
742,Maruti Eeco,Maruti,2012,"54,678 km",Petrol,Manual,"EMI ₹15,726/m*",₹1.77 lakh
743,Fiat Linea,Fiat,2014,"1,33,412 km",Diesel,Manual,"EMI ₹6,167/m*",₹1.31 lakh
744,Hyundai Santro Xing,Hyundai,2011,"1,12,815 km",Petrol,Manual,"EMI ₹6,167/m*",₹0.81 lakh
745,Tata ALTROZ,Tata,2021,"33,643 km",Petrol,Manual,"EMI ₹8,297/m*",₹4.70 lakh
746,Toyota Etios,Toyota,2010,"81,645 km",Petrol,Manual,"EMI ₹8,297/m*",₹1.55 lakh
747,Tata Indigo ECS,Tata,2016,"81,803 km",Diesel,Manual,"EMI ₹3,950/m*",₹1.50 lakh
748,Volkswagen Vento,Volkswagen,2011,"1,08,136 km",Petrol,Auto,"EMI ₹3,950/m*",₹1.49 lakh
749,Hyundai Grand i10,Hyundai,2017,"1,06,268 km",Petrol,Manual,"EMI ₹7,630/m*",₹3.43 lakh
750,Maruti Swift Dzire,Maruti,2015,"1,02,246 km",Petrol,Manual,"EMI ₹8,980/m*",₹3.41 lakh
751,Chevrolet Sail,Chevrolet,2014,"1,26,794 km",Petrol,Manual,"EMI ₹4,622/m*",₹1.39 lakh
752,Honda Amaze,Honda,2016,"50,561 km",Petrol,Manual,"EMI ₹6,740/m*",₹3.03 lakh
753,Ford Figo Aspire,Ford,2015,"90,975 km",Petrol,Manual,"EMI ₹5,477/m*",₹2.08 lakh
754,Maruti Celerio,Maruti,2017,"55,003 km",Petrol,Auto,"EMI ₹4,888/m*",₹2.50 lakh
755,Hyundai Creta,Hyundai,2017,"1,01,408 km",Diesel,Manual,"EMI ₹15,237/m*",₹6.85 lakh
756,Volkswagen Ameo,Volkswagen,2019,"1,48,954 km",Petrol,Manual,"EMI ₹7,341/m*",₹3.30 lakh
757,KIA CARENS,KIA,2022,"62,200 km",Diesel,Auto,"EMI ₹21,009/m*",₹12.27 lakh
758,Ford New Figo,Ford,2019,"73,347 km",Diesel,Manual,"EMI ₹5,940/m*",₹3.37 lakh
759,Hyundai Grand i10,Hyundai,2016,"1,21,522 km",Petrol,Manual,"EMI ₹7,068/m*",₹3.18 lakh
760,Maruti S Cross,Maruti,2015,"79,782 km",Diesel,Manual,"EMI ₹10,064/m*",₹3.03 lakh
761,Volkswagen Jetta,Volkswagen,2012,"83,347 km",Petrol,Manual,"EMI ₹23,989/m*",₹2.70 lakh
762,Tata PUNCH,Tata,2021,"37,733 km",Petrol,Manual,"EMI ₹8,032/m*",₹4.55 lakh
763,Mahindra TUV300,Mahindra,2019,"1,17,372 km",Diesel,Manual,"EMI ₹8,720/m*",₹3.92 lakh
764,Chevrolet Beat,Chevrolet,2010,"1,13,544 km",Petrol,Manual,"EMI ₹8,720/m*",₹0.57 lakh
765,Hyundai Grand i10,Hyundai,2017,"1,86,138 km",Petrol,Manual,"EMI ₹7,608/m*",₹3.42 lakh
766,Hyundai Verna,Hyundai,2015,"45,950 km",Petrol,Manual,"EMI ₹11,850/m*",₹4.50 lakh
767,Honda Jazz,Honda,2016,"1,94,144 km",Diesel,Manual,"EMI ₹7,242/m*",₹2.75 lakh
768,MG ASTOR,MG,2022,"29,347 km",Petrol,Manual,"EMI ₹12,904/m*",₹7.31 lakh
769,Renault Lodgy,Renault,2015,"1,13,149 km",Diesel,Manual,"EMI ₹7,506/m*",₹2.26 lakh
770,Renault Duster,Renault,2013,"1,32,276 km",Diesel,Manual,"EMI ₹18,747/m*",₹2.11 lakh
771,Skoda KUSHAQ,Skoda,2022,"43,717 km",Petrol,Manual,"EMI ₹12,357/m*",₹7.00 lakh
772,Skoda Fabia,Skoda,2011,"1,50,000 km",Petrol,Manual,"EMI ₹12,357/m*",₹1.66 lakh
773,Ford FREESTYLE,Ford,2018,"96,534 km",Diesel,Manual,"EMI ₹7,058/m*",₹3.61 lakh
774,KIA CARENS,KIA,2022,"90,000 km",Petrol,Manual,"EMI ₹14,742/m*",₹8.61 lakh
775,Hyundai Creta,Hyundai,2015,"1,44,304 km",Diesel,Auto,"EMI ₹18,201/m*",₹5.48 lakh
776,Toyota Corolla Altis,Toyota,2011,"2,03,303 km",Diesel,Manual,"EMI ₹18,201/m*",₹2.00 lakh
777,Mahindra XUV500,Mahindra,2017,"1,19,260 km",Diesel,Manual,"EMI ₹12,791/m*",₹5.75 lakh
778,Renault Duster,Renault,2014,"99,599 km",Diesel,Manual,"EMI ₹13,181/m*",₹2.80 lakh
779,Hyundai i10,Hyundai,2011,"1,20,689 km",Petrol,Manual,"EMI ₹13,181/m*",₹0.99 lakh
780,Maruti Ciaz,Maruti,2019,"43,449 km",Petrol,Auto,"EMI ₹9,709/m*",₹5.50 lakh
781,Maruti Ciaz,Maruti,2018,"69,243 km",Petrol,Manual,"EMI ₹8,314/m*",₹4.71 lakh
782,Honda Amaze,Honda,2019,"1,10,121 km",Petrol,Manual,"EMI ₹8,898/m*",₹4.00 lakh
783,Maruti Ritz,Maruti,2011,"1,31,854 km",Petrol,Manual,"EMI ₹8,898/m*",₹1.23 lakh
784,Maruti Swift,Maruti,2019,"1,42,198 km",Petrol,Manual,"EMI ₹9,565/m*",₹4.30 lakh
785,Hyundai Santro Xing,Hyundai,2012,"68,023 km",Petrol,Manual,"EMI ₹9,907/m*",₹1.11 lakh
786,Ford Figo,Ford,2010,"80,092 km",Petrol,Manual,"EMI ₹9,907/m*",₹0.71 lakh
787,Hyundai Grand i10,Hyundai,2015,"24,305 km",Petrol,Manual,"EMI ₹7,953/m*",₹3.02 lakh
788,Toyota Corolla Altis,Toyota,2011,"1,71,994 km",Diesel,Manual,"EMI ₹7,953/m*",₹2.72 lakh
789,Renault TRIBER,Renault,2020,"98,423 km",Petrol,Auto,"EMI ₹7,732/m*",₹4.38 lakh
790,Ford Ecosport,Ford,2013,"1,11,806 km",Diesel,Manual,"EMI ₹21,324/m*",₹2.40 lakh
791,Maruti S Cross,Maruti,2017,"1,69,213 km",Diesel,Manual,"EMI ₹10,010/m*",₹4.50 lakh
792,Ford Ecosport,Ford,2017,"1,18,165 km",Diesel,Manual,"EMI ₹9,409/m*",₹4.23 lakh
793,Ford Ecosport,Ford,2015,"1,31,479 km",Diesel,Manual,"EMI ₹10,629/m*",₹3.20 lakh
794,Ford Ecosport,Ford,2015,"1,24,284 km",Diesel,Manual,"EMI ₹10,861/m*",₹3.27 lakh
795,Nissan Evalia,Nissan,2013,"2,04,956 km",Diesel,Manual,"EMI ₹14,394/m*",₹1.62 lakh
796,Jeep Compass,Jeep,2018,"1,01,650 km",Petrol,Auto,"EMI ₹12,902/m*",₹5.80 lakh
797,Volkswagen Ameo,Volkswagen,2016,"1,48,208 km",Diesel,Manual,"EMI ₹7,953/m*",₹3.02 lakh
798,Maruti Alto,Maruti,2022,"37,206 km",Petrol,Manual,"EMI ₹5,349/m*",₹3.03 lakh
799,Maruti Eeco,Maruti,2022,"59,909 km",Petrol,Manual,"EMI ₹6,355/m*",₹3.60 lakh
800,Hyundai Grand i10,Hyundai,2017,"75,786 km",Petrol,Manual,"EMI ₹6,139/m*",₹3.14 lakh
801,Ford Figo Aspire,Ford,2015,"1,26,725 km",Petrol,Manual,"EMI ₹5,451/m*",₹2.07 lakh
802,Maruti Baleno,Maruti,2016,"1,06,587 km",Diesel,Manual,"EMI ₹9,875/m*",₹3.75 lakh
803,Maruti Dzire,Maruti,2018,"1,64,313 km",Diesel,Auto,"EMI ₹9,788/m*",₹4.40 lakh
804,Hyundai Xcent,Hyundai,2014,"78,387 km",Petrol,Manual,"EMI ₹9,998/m*",₹3.01 lakh
805,Maruti Baleno,Maruti,2017,"1,18,985 km",Petrol,Manual,"EMI ₹7,674/m*",₹3.45 lakh
806,Tata NEXON,Tata,2023,"28,932 km",Petrol,Manual,"EMI ₹12,163/m*",₹6.89 lakh
807,Maruti Swift Dzire,Maruti,2015,"2,60,206 km",Diesel,Manual,"EMI ₹10,828/m*",₹3.26 lakh
808,Tata Tiago,Tata,2023,"8,50,000 km",Petrol,Auto,"EMI ₹11,567/m*",₹5.20 lakh
809,Renault Duster,Renault,2013,"2,06,788 km",Diesel,Manual,"EMI ₹14,571/m*",₹1.64 lakh
810,Hyundai Creta,Hyundai,2019,"64,112 km",Diesel,Manual,"EMI ₹13,504/m*",₹7.65 lakh
811,Hyundai Grand i10,Hyundai,2015,"87,004 km",Diesel,Manual,"EMI ₹9,765/m*",₹2.94 lakh
812,KIA SELTOS,KIA,2021,"90,939 km",Petrol,Manual,"EMI ₹13,946/m*",₹7.90 lakh
813,Maruti Alto,Maruti,2022,"65,870 km",Petrol,Manual,"EMI ₹5,172/m*",₹2.93 lakh
814,Ford Ecosport,Ford,2016,"1,04,685 km",Petrol,Manual,"EMI ₹7,541/m*",₹3.39 lakh
815,Maruti Alto,Maruti,2010,"1,06,911 km",Petrol,Manual,"EMI ₹7,541/m*",₹0.66 lakh
816,Maruti Wagon R 1.0,Maruti,2010,"1,86,974 km",Petrol,Manual,"EMI ₹7,541/m*",₹0.99 lakh
817,Maruti Ertiga,Maruti,2015,"1,96,119 km",Diesel,Manual,"EMI ₹14,946/m*",₹4.50 lakh
818,Maruti Wagon R,Maruti,2007,"79,869 km",Petrol,Manual,"EMI ₹14,946/m*",₹0.74 lakh
819,Chevrolet Enjoy,Chevrolet,2013,"1,04,787 km",Diesel,Manual,"EMI ₹13,238/m*",₹1.49 lakh
820,Honda Amaze,Honda,2015,"1,55,703 km",Diesel,Manual,"EMI ₹9,001/m*",₹2.71 lakh
821,Honda City,Honda,2015,"1,56,000 km",Petrol,Manual,"EMI ₹8,558/m*",₹3.25 lakh
822,Hyundai Grand i10,Hyundai,2015,"49,237 km",Petrol,Manual,"EMI ₹8,637/m*",₹3.28 lakh
823,Toyota URBAN CRUISER,Toyota,2022,"50,665 km",Petrol,Auto,"EMI ₹12,869/m*",₹7.29 lakh
824,Maruti Ciaz,Maruti,2016,"1,01,741 km",Diesel,Manual,"EMI ₹9,480/m*",₹3.60 lakh
825,Hyundai Creta,Hyundai,2019,"68,044 km",Petrol,Manual,"EMI ₹14,160/m*",₹8.27 lakh
826,Ford Ecosport,Ford,2019,"44,504 km",Diesel,Manual,"EMI ₹11,969/m*",₹6.78 lakh
827,Hyundai i20,Hyundai,2010,"86,779 km",Petrol,Manual,"EMI ₹11,969/m*",₹1.55 lakh
828,Maruti BREZZA,Maruti,2023,"47,551 km",Petrol,Manual,"EMI ₹14,434/m*",₹8.43 lakh
829,Tata Aria,Tata,2011,"1,39,801 km",Diesel,Manual,"EMI ₹14,434/m*",₹2.54 lakh
830,Tata Harrier,Tata,2020,"78,000 km",Diesel,Manual,"EMI ₹16,266/m*",₹9.50 lakh
831,Maruti Swift,Maruti,2014,"1,09,450 km",Diesel,Manual,"EMI ₹16,758/m*",₹3.56 lakh
832,Mahindra MARAZZO,Mahindra,2019,"2,69,255 km",Diesel,Manual,"EMI ₹8,564/m*",₹3.85 lakh
833,Honda Amaze,Honda,2022,"67,089 km",Petrol,Manual,"EMI ₹8,879/m*",₹5.03 lakh
834,Hyundai GRAND I10 NIOS,Hyundai,2020,"1,33,358 km",Petrol,Auto,"EMI ₹10,811/m*",₹4.86 lakh
835,Hyundai Verna,Hyundai,2014,"1,49,240 km",Petrol,Manual,"EMI ₹10,595/m*",₹3.19 lakh
836,Mahindra XUV500,Mahindra,2017,"1,69,730 km",Diesel,Manual,"EMI ₹12,234/m*",₹5.50 lakh
837,Maruti Alto,Maruti,2010,"1,23,140 km",Petrol,Manual,"EMI ₹12,234/m*",₹0.64 lakh
838,Hyundai Xcent,Hyundai,2017,"1,04,763 km",Petrol,Manual,"EMI ₹6,673/m*",₹3.00 lakh
839,Maruti Baleno,Maruti,2017,"1,26,440 km",Petrol,Manual,"EMI ₹7,897/m*",₹3.55 lakh
840,KIA SELTOS,KIA,2021,"89,511 km",Diesel,Manual,"EMI ₹14,965/m*",₹8.74 lakh
841,Tata Tiago,Tata,2022,"56,603 km",Petrol,Manual,"EMI ₹7,555/m*",₹4.28 lakh
842,KIA SONET,KIA,2020,"1,24,139 km",Diesel,Manual,"EMI ₹17,262/m*",₹7.76 lakh
843,Maruti Baleno,Maruti,2021,"73,369 km",Petrol,Manual,"EMI ₹8,703/m*",₹4.93 lakh
844,Hyundai Creta,Hyundai,2019,"1,72,595 km",Petrol,Auto,"EMI ₹17,937/m*",₹8.25 lakh
845,Maruti Wagon R 1.0,Maruti,2018,"75,372 km",Petrol,Auto,"EMI ₹5,190/m*",₹2.94 lakh
846,Maruti Baleno,Maruti,2016,"1,31,494 km",Petrol,Manual,"EMI ₹7,541/m*",₹3.39 lakh
847,Honda City,Honda,2017,"1,68,513 km",Diesel,Manual,"EMI ₹12,791/m*",₹5.75 lakh
848,Audi Q3,Audi,2013,"1,07,073 km",Diesel,Auto,"EMI ₹39,182/m*",₹4.41 lakh
849,KIA SELTOS,KIA,2024,"29,471 km",Diesel,Manual,"EMI ₹23,971/m*",₹14.00 lakh
850,Honda City,Honda,2017,"71,960 km",Petrol,Auto,"EMI ₹10,655/m*",₹5.45 lakh
851,Tata Harrier,Tata,2022,"73,021 km",Diesel,Manual,"EMI ₹28,149/m*",₹16.44 lakh
852,Mahindra MARAZZO,Mahindra,2019,"1,45,606 km",Diesel,Manual,"EMI ₹8,075/m*",₹3.63 lakh
853,Maruti Vitara Brezza,Maruti,2019,"1,55,163 km",Diesel,Manual,"EMI ₹12,924/m*",₹5.81 lakh
854,Maruti OMNI E,Maruti,2011,"76,596 km",Petrol,Manual,"EMI ₹12,924/m*",₹0.74 lakh
855,Tata NEXON,Tata,2019,"1,68,651 km",Petrol,Auto,"EMI ₹11,122/m*",₹5.00 lakh
856,Toyota Innova Crysta,Toyota,2016,"1,64,208 km",Diesel,Manual,"EMI ₹24,295/m*",₹9.40 lakh
857,Ford Ecosport,Ford,2018,"49,066 km",Petrol,Auto,"EMI ₹9,432/m*",₹4.24 lakh
858,Honda City,Honda,2014,"75,149 km",Petrol,Manual,"EMI ₹10,728/m*",₹3.23 lakh
859,Hyundai i20,Hyundai,2011,"1,10,237 km",Petrol,Manual,"EMI ₹10,728/m*",₹1.53 lakh
860,Honda City,Honda,2017,"1,41,453 km",Diesel,Manual,"EMI ₹12,012/m*",₹5.40 lakh
861,Ford Ecosport,Ford,2019,"84,795 km",Diesel,Manual,"EMI ₹9,250/m*",₹5.24 lakh
862,Maruti Baleno,Maruti,2017,"1,09,940 km",Petrol,Manual,"EMI ₹7,897/m*",₹3.55 lakh
863,Hyundai NEW SANTRO,Hyundai,2019,"83,295 km",Petrol,Manual,"EMI ₹5,384/m*",₹3.05 lakh
864,Ford Figo Aspire,Ford,2018,"63,039 km",Diesel,Manual,"EMI ₹6,315/m*",₹3.23 lakh
865,Honda City,Honda,2016,"72,446 km",Petrol,Auto,"EMI ₹9,320/m*",₹4.19 lakh
866,Honda City,Honda,2018,"1,59,115 km",Diesel,Manual,"EMI ₹10,677/m*",₹4.80 lakh
867,Hyundai VENUE,Hyundai,2019,"1,02,085 km",Diesel,Manual,"EMI ₹14,214/m*",₹6.39 lakh
868,Hyundai Xcent,Hyundai,2015,"1,29,691 km",Petrol,Manual,"EMI ₹7,900/m*",₹3.00 lakh
869,Mercedes Benz C Class,Mercedes,2012,"95,841 km",Petrol,Auto,"EMI ₹32,696/m*",₹3.68 lakh
870,Jeep Compass,Jeep,2017,"1,27,222 km",Diesel,Manual,"EMI ₹14,236/m*",₹6.40 lakh
871,Honda Amaze,Honda,2016,"58,615 km",Petrol,Manual,"EMI ₹6,951/m*",₹3.13 lakh
872,Maruti Ciaz,Maruti,2016,"2,17,533 km",Diesel,Manual,"EMI ₹8,901/m*",₹3.38 lakh
873,Nissan Kicks,Nissan,2021,"99,478 km",Petrol,Manual,"EMI ₹12,004/m*",₹6.80 lakh
874,Renault Duster,Renault,2013,"2,28,184 km",Diesel,Manual,"EMI ₹18,925/m*",₹2.13 lakh
875,Tata Tiago,Tata,2019,"43,477 km",Petrol,Auto,"EMI ₹6,373/m*",₹3.61 lakh
876,Maruti Ciaz,Maruti,2021,"29,797 km",Petrol,Manual,"EMI ₹11,157/m*",₹6.32 lakh
877,Tata PUNCH,Tata,2021,"52,000 km",Petrol,Manual,"EMI ₹9,374/m*",₹5.31 lakh
878,Maruti New Wagon-R,Maruti,2021,"44,865 km",Petrol,Manual,"EMI ₹7,326/m*",₹4.15 lakh
879,Tata NEXON,Tata,2021,"96,029 km",Petrol,Manual,"EMI ₹9,285/m*",₹5.26 lakh
880,Hyundai Creta,Hyundai,2021,"1,04,935 km",Petrol,Manual,"EMI ₹19,112/m*",₹8.79 lakh
881,Maruti Baleno,Maruti,2021,"1,38,052 km",Petrol,Manual,"EMI ₹10,010/m*",₹4.50 lakh
882,Maruti Baleno,Maruti,2017,"86,428 km",Petrol,Manual,"EMI ₹6,823/m*",₹3.49 lakh
883,Hyundai Grand i10,Hyundai,2018,"1,21,763 km",Diesel,Manual,"EMI ₹7,096/m*",₹3.19 lakh
884,Ford Ecosport,Ford,2016,"1,19,766 km",Diesel,Manual,"EMI ₹10,007/m*",₹3.80 lakh
885,KIA SELTOS,KIA,2023,"54,463 km",Petrol,Manual,"EMI ₹15,153/m*",₹8.85 lakh
886,Mahindra XUV500,Mahindra,2013,"81,575 km",Diesel,Manual,"EMI ₹27,810/m*",₹3.13 lakh
887,MG ASTOR,MG,2023,"37,365 km",Petrol,Auto,"EMI ₹18,201/m*",₹10.63 lakh
888,Maruti Eeco,Maruti,2017,"1,27,816 km",Petrol,Manual,"EMI ₹5,250/m*",₹2.36 lakh
889,BMW 3 Series,BMW,2012,"71,659 km",Diesel,Auto,"EMI ₹5,250/m*",₹8.40 lakh
890,Renault Kiger,Renault,2021,"99,745 km",Petrol,Manual,"EMI ₹7,220/m*",₹4.09 lakh
891,Tata NEXON,Tata,2022,"60,623 km",Petrol,Manual,"EMI ₹12,728/m*",₹7.21 lakh
892,Hyundai Verna,Hyundai,2016,"84,584 km",Petrol,Auto,"EMI ₹8,342/m*",₹3.75 lakh
893,Mahindra XUV700,Mahindra,2024,"42,183 km",Diesel,Auto,"EMI ₹35,101/m*",₹20.50 lakh
894,Hyundai Grand i10,Hyundai,2017,"82,789 km",Petrol,Auto,"EMI ₹6,706/m*",₹3.43 lakh
895,Hyundai Grand i10,Hyundai,2017,"73,589 km",Petrol,Manual,"EMI ₹6,061/m*",₹3.10 lakh
896,BMW 3 Series,BMW,2012,"95,735 km",Diesel,Auto,"EMI ₹6,061/m*",₹3.72 lakh
897,Nissan MAGNITE,Nissan,2022,"81,277 km",Petrol,Manual,"EMI ₹9,356/m*",₹5.30 lakh
898,Mahindra XUV300,Mahindra,2022,"56,000 km",Petrol,Manual,"EMI ₹13,063/m*",₹7.40 lakh
899,Tata Harrier,Tata,2023,"29,966 km",Diesel,Manual,"EMI ₹29,930/m*",₹17.48 lakh
900,KIA SELTOS,KIA,2020,"47,486 km",Petrol,Auto,"EMI ₹15,855/m*",₹9.26 lakh
901,Maruti New Wagon-R,Maruti,2024,"4,674 km",Petrol,Manual,"EMI ₹9,532/m*",₹5.40 lakh
902,Toyota Innova,Toyota,2015,"1,87,019 km",Diesel,Manual,"EMI ₹17,271/m*",₹5.20 lakh
903,Ford Ecosport,Ford,2015,"78,139 km",Diesel,Manual,"EMI ₹11,193/m*",₹3.37 lakh
904,Maruti New Wagon-R,Maruti,2021,"84,638 km",Petrol,Manual,"EMI ₹7,220/m*",₹4.09 lakh
905,Maruti Eeco,Maruti,2016,"1,03,389 km",Petrol,Manual,"EMI ₹7,786/m*",₹3.50 lakh
906,KIA SONET,KIA,2024,"34,478 km",Diesel,Auto,"EMI ₹18,235/m*",₹10.65 lakh
907,Maruti New Wagon-R,Maruti,2021,"85,866 km",Petrol,Manual,"EMI ₹7,361/m*",₹4.17 lakh
908,Mahindra XUV500,Mahindra,2020,"60,887 km",Diesel,Manual,"EMI ₹16,459/m*",₹7.40 lakh
909,Honda City,Honda,2015,"82,258 km",Petrol,Auto,"EMI ₹9,796/m*",₹3.72 lakh
910,Honda Jazz,Honda,2016,"97,253 km",Petrol,Auto,"EMI ₹7,768/m*",₹3.49 lakh
911,Ford Ecosport,Ford,2015,"88,229 km",Diesel,Manual,"EMI ₹11,592/m*",₹3.49 lakh
912,Tata Tiago,Tata,2021,"30,280 km",Petrol,Manual,"EMI ₹6,832/m*",₹3.87 lakh
913,Hyundai Creta,Hyundai,2019,"93,000 km",Diesel,Auto,"EMI ₹14,040/m*",₹8.20 lakh
914,Hyundai Grand i10,Hyundai,2018,"1,00,323 km",Petrol,Manual,"EMI ₹8,898/m*",₹4.00 lakh
915,Hyundai Creta,Hyundai,2019,"1,42,753 km",Diesel,Auto,"EMI ₹19,568/m*",₹9.00 lakh
916,Honda City,Honda,2017,"2,53,540 km",Diesel,Manual,"EMI ₹9,521/m*",₹4.28 lakh
917,Toyota Corolla Altis,Toyota,2011,"1,18,724 km",Diesel,Manual,"EMI ₹9,521/m*",₹3.25 lakh
918,Honda WR-V,Honda,2017,"1,06,241 km",Diesel,Manual,"EMI ₹10,455/m*",₹4.70 lakh
919,Tata PUNCH,Tata,2023,"10,962 km",Petrol,Manual,"EMI ₹11,969/m*",₹6.78 lakh
