,Car Name,Brand,Year of Manufacture,Distance Driven,Fuel Type,Transmission Type,EMI,Price
114,Honda Amaze,Honda,2013,"1,08,481 km",Diesel,Manual,"EMI ₹15,460/m*",₹1.74 lakh
115,Honda Brio,Honda,2013,"75,989 km",Petrol,Manual,"EMI ₹9,132/m*",₹1.94 lakh
116,Tata NEXON,Tata,2020,"45,165 km",Petrol,Manual,"EMI ₹11,227/m*",₹6.36 lakh
117,Ford Figo Aspire,Ford,2017,"86,123 km",Diesel,Manual,"EMI ₹5,739/m*",₹2.58 lakh
118,Maruti Celerio,Maruti,2016,"1,12,950 km",Petrol,Manual,"EMI ₹5,027/m*",₹2.26 lakh
119,Hyundai Xcent,Hyundai,2014,"75,578 km",Petrol,Manual,"EMI ₹8,603/m*",₹2.59 lakh
120,Maruti Swift Dzire,Maruti,2013,"1,22,033 km",Diesel,Manual,"EMI ₹19,813/m*",₹2.23 lakh
121,Hyundai GRAND I10 NIOS,Hyundai,2019,"26,278 km",Petrol,Manual,"EMI ₹6,867/m*",₹3.89 lakh
122,Mahindra BOLERO NEO,Mahindra,2022,"19,754 km",Diesel,Manual,"EMI ₹13,698/m*",₹8.00 lakh
123,Hyundai i10,Hyundai,2012,"80,491 km",Petrol,Manual,"EMI ₹13,238/m*",₹1.49 lakh
124,BMW X1,BMW,2013,"1,40,549 km",Diesel,Auto,"EMI ₹49,755/m*",₹5.60 lakh
125,Honda Amaze,Honda,2014,"1,13,135 km",Petrol,Manual,"EMI ₹6,842/m*",₹2.06 lakh
126,Maruti Swift,Maruti,2020,"85,610 km",Petrol,Manual,"EMI ₹7,520/m*",₹4.26 lakh
127,Maruti Celerio,Maruti,2015,"46,751 km",Petrol,Manual,"EMI ₹6,820/m*",₹2.59 lakh
128,Maruti Wagon R 1.0,Maruti,2012,"23,627 km",Petrol,Manual,"EMI ₹15,993/m*",₹1.80 lakh
129,Hyundai Eon,Hyundai,2014,"53,973 km",Petrol,Manual,"EMI ₹5,414/m*",₹1.63 lakh
130,Tata ALTROZ,Tata,2023,"19,632 km",Petrol,Manual,"EMI ₹8,985/m*",₹5.09 lakh
131,Maruti Swift Dzire,Maruti,2013,"41,954 km",Petrol,Manual,"EMI ₹11,203/m*",₹2.38 lakh
132,Maruti Swift Dzire,Maruti,2011,"2,34,857 km",Diesel,Manual,"EMI ₹11,203/m*",₹1.21 lakh
133,Ford Figo Aspire,Ford,2017,"3,48,318 km",Diesel,Manual,"EMI ₹6,117/m*",₹2.75 lakh
134,Toyota Etios,Toyota,2012,"1,68,687 km",Petrol,Manual,"EMI ₹12,883/m*",₹1.45 lakh
135,Hyundai Eon,Hyundai,2012,"1,01,272 km",Petrol,Manual,"EMI ₹10,129/m*",₹1.14 lakh
136,Hyundai Verna,Hyundai,2017,"61,862 km",Petrol,Manual,"EMI ₹10,792/m*",₹5.52 lakh
137,Mahindra XUV500,Mahindra,2013,"94,076 km",Diesel,Manual,"EMI ₹21,768/m*",₹2.45 lakh
138,Ford Fiesta,Ford,2011,"1,88,679 km",Diesel,Manual,"EMI ₹21,768/m*",₹0.72 lakh
139,Honda Amaze,Honda,2018,"1,49,434 km",Diesel,Manual,"EMI ₹9,098/m*",₹4.09 lakh
140,Hyundai Santro Xing,Hyundai,2011,"79,831 km",Petrol,Manual,"EMI ₹9,098/m*",₹1.16 lakh
141,Honda Amaze,Honda,2015,"1,49,525 km",Diesel,Manual,"EMI ₹7,772/m*",₹2.34 lakh
142,Tata ALTROZ,Tata,2024,"10,922 km",Petrol,Manual,"EMI ₹11,474/m*",₹6.50 lakh
143,Nissan MAGNITE,Nissan,2023,"30,807 km",Petrol,Manual,"EMI ₹8,526/m*",₹4.83 lakh
144,Maruti XL6,Maruti,2022,"44,449 km",Petrol,Manual,"EMI ₹15,239/m*",₹8.90 lakh
145,Hyundai Elite i20,Hyundai,2018,"1,09,838 km",Petrol,Manual,"EMI ₹7,875/m*",₹3.54 lakh
146,Tata Tiago,Tata,2019,"48,377 km",Petrol,Manual,"EMI ₹7,449/m*",₹4.22 lakh
147,Renault Duster,Renault,2013,"61,775 km",Diesel,Manual,"EMI ₹19,191/m*",₹2.16 lakh
148,Maruti Celerio,Maruti,2022,"50,576 km",Petrol,Manual,"EMI ₹6,178/m*",₹3.50 lakh
149,Skoda Laura,Skoda,2012,"96,547 km",Diesel,Manual,"EMI ₹6,178/m*",₹1.80 lakh
150,Ford Figo,Ford,2011,"56,110 km",Petrol,Manual,"EMI ₹6,178/m*",₹0.94 lakh
151,Tata Indigo ECS,Tata,2014,"1,70,005 km",Diesel,Manual,"EMI ₹3,531/m*",₹0.75 lakh
152,Hyundai Santro Xing,Hyundai,2010,"45,265 km",Petrol,Manual,"EMI ₹3,531/m*",₹1.38 lakh
153,Maruti Celerio,Maruti,2018,"70,945 km",Petrol,Auto,"EMI ₹5,684/m*",₹3.22 lakh
154,Tata Indica Vista,Tata,2012,"1,51,776 km",Diesel,Manual,"EMI ₹5,684/m*",₹0.63 lakh
155,Mahindra XUV500,Mahindra,2016,"71,313 km",Diesel,Manual,"EMI ₹14,510/m*",₹5.51 lakh
