,Car Name,Brand,Year of Manufacture,Distance Driven,Fuel Type,Transmission Type,EMI,Price
122,Hyundai Verna,Hyundai,2014,"1,01,389 km",Diesel,Manual,"EMI ₹10,921/m*",₹2.32 lakh
123,Toyota Etios Liva,Toyota,2016,"81,418 km",Petrol,Manual,"EMI ₹6,651/m*",₹2.99 lakh
124,Hyundai Eon,Hyundai,2013,"1,37,957 km",Petrol,Manual,"EMI ₹5,413/m*",₹1.15 lakh
125,Hyundai Eon,Hyundai,2013,"1,41,416 km",Petrol,Manual,"EMI ₹5,978/m*",₹1.27 lakh
126,Hyundai Eon,Hyundai,2016,"12,559 km",Petrol,Manual,"EMI ₹4,382/m*",₹1.97 lakh
127,Renault Kwid,Renault,2018,"71,592 km",Petrol,Manual,"EMI ₹3,689/m*",₹2.09 lakh
128,Tata NEXON,Tata,2017,"1,53,422 km",Diesel,Manual,"EMI ₹9,921/m*",₹4.46 lakh
129,Maruti Dzire,Maruti,2017,"1,57,688 km",Diesel,Manual,"EMI ₹8,942/m*",₹4.02 lakh
130,Maruti Wagon R 1.0,Maruti,2013,"77,241 km",Petrol,Manual,"EMI ₹9,415/m*",₹2.00 lakh
131,Hyundai Eon,Hyundai,2015,"73,606 km",Petrol,Manual,"EMI ₹3,186/m*",₹1.21 lakh
132,Mahindra TUV300,Mahindra,2016,"2,10,417 km",Diesel,Manual,"EMI ₹6,531/m*",₹2.48 lakh
133,Hyundai Elite i20,Hyundai,2015,"1,74,134 km",Diesel,Manual,"EMI ₹12,123/m*",₹3.65 lakh
134,Maruti S Cross,Maruti,2018,"1,29,489 km",Diesel,Manual,"EMI ₹11,322/m*",₹5.09 lakh
135,KIA SELTOS,KIA,2020,"93,492 km",Diesel,Manual,"EMI ₹13,416/m*",₹7.60 lakh
136,Tata NEXON,Tata,2024,"5,545 km",Petrol,Manual,"EMI ₹13,240/m*",₹7.50 lakh
137,Hyundai Verna,Hyundai,2013,"91,009 km",Diesel,Manual,"EMI ₹21,146/m*",₹2.38 lakh
138,Renault TRIBER,Renault,2020,"41,640 km",Petrol,Manual,"EMI ₹6,055/m*",₹3.43 lakh
139,Hyundai Eon,Hyundai,2014,"89,088 km",Petrol,Manual,"EMI ₹3,753/m*",₹1.13 lakh
140,Hyundai Eon,Hyundai,2015,"1,21,267 km",Petrol,Manual,"EMI ₹4,529/m*",₹1.72 lakh
